Subject,Course,Section,Room,Instructor,Credits,Classes/week,Instructor preference,Instructor Time preference,Course Time preference,,Course
GEOG,10100,2,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",4,2,,,Afternoon,,GEOG 10100
GEOG,24200,1,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",3,1,,,Evening,,GEOG 24200
GEOG,25100,1,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",3,2,,,Evening,,GEOG 25100
GEOG,27000,1,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",4,1,,,Afternoon,,GEOG 27000
GEOG,38324,1,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",3,2,,,Evening,,GEOG 38324
GEOG,48000,2,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",3,2,,,,,GEOG 48000
GEOG,48100,2,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",4,2,,,Afternoon,,GEOG 48100
GEOG,49000,2,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",4,2,,,Morning,,GEOG 49000
GEOG,70100,1,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",3,2,,,,,GEOG 70100
GEOG,70200,1,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",3,2,,,,,GEOG 70200
GEOG,71200,1,"West Bldg W415,North Bldg C002,West Bldg W503,North Bldg 1022,North Bldg 1004","Miyares Ines M,Ibrahim Mohamed B,Chatterjee Bipasha,Campos Ramiro,Grande Anthony,Gong Hongmian",4,2,,,Morning,,GEOG 71200
BIOL,21000,1,"North Bldg 938,North Bldg 926C","Eisenstadt Eric,Raps Shirley",3,2,,,Evening,,BIOL 21000
BIOL,79201,1,"North Bldg 938,North Bldg 926C","Eisenstadt Eric,Raps Shirley",4,1,,,Evening,,BIOL 79201
COMPL,32056,1,"West Bldg W707B,West Bldg W412","Calabritto Monica,Brown Deeadra Ann",4,1,,,Morning,,COMPL 32056
COMPL,38085,1,"West Bldg W707B,West Bldg W412","Calabritto Monica,Brown Deeadra Ann",4,2,,,Morning,,COMPL 38085
COMSC,70000,2,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",3,2,,,Morning,,COMSC 70000
COMSC,70500,2,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",3,2,,,Morning,,COMSC 70500
COMSC,70600,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",3,2,,,"Morning,Evening",,COMSC 70600
COMSC,71100,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",4,1,,,Morning,,COMSC 71100
COMSC,71200,2,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",4,2,,,Afternoon,,COMSC 71200
COMSC,71500,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",4,2,,,Afternoon,,COMSC 71500
COMSC,72000,2,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",4,2,,,"Morning,Afternoon",,COMSC 72000
COMSC,72400,1,"Brook W 903,Brook E E103,Brook W 902,Brook N N133,Brook E E102","Macroy-Higgins Michelle Lee,Eng Nancy,Schroeder Antonia,Malcolm Taryn Rita,Hyun Jungmoon,Silverman Carol Ann,Welner Rachel Lauren",3,1,,,Morning,,COMSC 72400
MHC,10000,5,"East Bldg E631,North Bldg C103,West Bldg W509A,North Bldg 1501,North Bldg 1602","Alexandratos Spiro D,Buonaiuto Frank,Wheeler Dustin Douglass-Jan,Tomasch Sylvia,Gillespie Benjamin Ancel,Devany Matthew,Neary Janet Eileen,Jankowski Patrick Campbell,Sviridov Lev Alexander",4,1,,,Morning,,MHC 10000
MHC,20000,3,"East Bldg E631,North Bldg C103,West Bldg W509A,North Bldg 1501,North Bldg 1602","Alexandratos Spiro D,Buonaiuto Frank,Wheeler Dustin Douglass-Jan,Tomasch Sylvia,Gillespie Benjamin Ancel,Devany Matthew,Neary Janet Eileen,Jankowski Patrick Campbell,Sviridov Lev Alexander",3,1,,,Evening,,MHC 20000
MLS,45000,2,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",3,1,,,Evening,,MLS 45000
MLS,49000,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",4,1,,,Afternoon,,MLS 49000
MLS,61000,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",4,2,,,Morning,,MLS 61000
MLS,63000,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",4,1,,,Morning,,MLS 63000
MLS,63200,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",4,2,,,Evening,,MLS 63200
MLS,63500,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",3,2,,,Evening,,MLS 63500
MLS,64000,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",4,2,,,Morning,,MLS 64000
MLS,64400,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",3,1,,,Evening,,MLS 64400
MLS,64700,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",4,1,,,Morning,,MLS 64700
MLS,70100,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",3,1,,,Morning,,MLS 70100
MLS,71000,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",4,2,,,Morning,,MLS 71000
MLS,72000,1,"Brook E E104,Brook W 232,Brook E E101,Brook E E102","Schreiner Ryan Peter,Mataprasad Veronica Indira,Feratovic Rusmir,Labasin Marc V,Mahajan Muktar,McNair Sean A,Mahajan Shahana",3,2,,,Morning,,MLS 72000
MLSP,30000,2,"Brook E E105,Brook E E016,Brook E E101,Brook E E106,Brook E E102,Brook W 232,Brook W 235,North Bldg 1001G","Raffaniello Robert D,Ryan Patricia A,Cupiola Richard,Chiriboga Luis,Rodriguez Morales Abigail,Einheber Steven,Sabharwal Hemant Kant,Mahajan Muktar,Euler Chad William,Gutala Ramana Venkata,Mahajan Shahana,Powell Vivien",4,2,,,Afternoon,,MLSP 30000
MLSP,34900,2,"Brook E E105,Brook E E016,Brook E E101,Brook E E106,Brook E E102,Brook W 232,Brook W 235,North Bldg 1001G","Raffaniello Robert D,Ryan Patricia A,Cupiola Richard,Chiriboga Luis,Rodriguez Morales Abigail,Einheber Steven,Sabharwal Hemant Kant,Mahajan Muktar,Euler Chad William,Gutala Ramana Venkata,Mahajan Shahana,Powell Vivien",3,2,,,Afternoon,,MLSP 34900
MLSP,35100,1,"Brook E E105,Brook E E016,Brook E E101,Brook E E106,Brook E E102,Brook W 232,Brook W 235,North Bldg 1001G","Raffaniello Robert D,Ryan Patricia A,Cupiola Richard,Chiriboga Luis,Rodriguez Morales Abigail,Einheber Steven,Sabharwal Hemant Kant,Mahajan Muktar,Euler Chad William,Gutala Ramana Venkata,Mahajan Shahana,Powell Vivien",4,2,,,Morning,,MLSP 35100
MLSP,35500,1,"Brook E E105,Brook E E016,Brook E E101,Brook E E106,Brook E E102,Brook W 232,Brook W 235,North Bldg 1001G","Raffaniello Robert D,Ryan Patricia A,Cupiola Richard,Chiriboga Luis,Rodriguez Morales Abigail,Einheber Steven,Sabharwal Hemant Kant,Mahajan Muktar,Euler Chad William,Gutala Ramana Venkata,Mahajan Shahana,Powell Vivien",3,2,,,Morning,,MLSP 35500
MLSP,36100,1,"Brook E E105,Brook E E016,Brook E E101,Brook E E106,Brook E E102,Brook W 232,Brook W 235,North Bldg 1001G","Raffaniello Robert D,Ryan Patricia A,Cupiola Richard,Chiriboga Luis,Rodriguez Morales Abigail,Einheber Steven,Sabharwal Hemant Kant,Mahajan Muktar,Euler Chad William,Gutala Ramana Venkata,Mahajan Shahana,Powell Vivien",4,2,,,Morning,,MLSP 36100
MLSP,41000,1,"Brook E E105,Brook E E016,Brook E E101,Brook E E106,Brook E E102,Brook W 232,Brook W 235,North Bldg 1001G","Raffaniello Robert D,Ryan Patricia A,Cupiola Richard,Chiriboga Luis,Rodriguez Morales Abigail,Einheber Steven,Sabharwal Hemant Kant,Mahajan Muktar,Euler Chad William,Gutala Ramana Venkata,Mahajan Shahana,Powell Vivien",3,2,,,Afternoon,,MLSP 41000
MLSP,43000,2,"Brook E E105,Brook E E016,Brook E E101,Brook E E106,Brook E E102,Brook W 232,Brook W 235,North Bldg 1001G","Raffaniello Robert D,Ryan Patricia A,Cupiola Richard,Chiriboga Luis,Rodriguez Morales Abigail,Einheber Steven,Sabharwal Hemant Kant,Mahajan Muktar,Euler Chad William,Gutala Ramana Venkata,Mahajan Shahana,Powell Vivien",3,2,,,Morning,,MLSP 43000
MLSP,45700,1,"Brook E E105,Brook E E016,Brook E E101,Brook E E106,Brook E E102,Brook W 232,Brook W 235,North Bldg 1001G","Raffaniello Robert D,Ryan Patricia A,Cupiola Richard,Chiriboga Luis,Rodriguez Morales Abigail,Einheber Steven,Sabharwal Hemant Kant,Mahajan Muktar,Euler Chad William,Gutala Ramana Venkata,Mahajan Shahana,Powell Vivien",4,2,,,Morning,,MLSP 45700
SSW,71700,6,"Silberman 220,Silberman 326,Silberman 212,Silberman 217,Silberman 327,Silberman 322,Silberman 324,Silberman 329,Silberman 328,Silberman 219,Silberman 330,Silberman 218,Silberman 214,Silberman 215","Stewart Daniel L,Lockhart Sharon,Brown-Manning Robyn,Trachtenberg Judith,Gusberg Jessica N,Gray Patricia,Cole Shawneladee,Gilbert Maricella Dinah,Blackwell Delores,Boyd Nicole Christine,Morgan Avon,Tolliver Willie,Rosario Lisa C,McFadden Tiffany,Giunta Nancy,Williams Ovita F,Veasley Rachelle D,Stein Laura Rice,Okuda Kanako,Brown Shoshana A,Natchaba Nadjete,Marji Shadia,Melendez Diana",4,1,,,Morning,,SSW 71700
SSW,76100,1,"Silberman 220,Silberman 326,Silberman 212,Silberman 217,Silberman 327,Silberman 322,Silberman 324,Silberman 329,Silberman 328,Silberman 219,Silberman 330,Silberman 218,Silberman 214,Silberman 215","Stewart Daniel L,Lockhart Sharon,Brown-Manning Robyn,Trachtenberg Judith,Gusberg Jessica N,Gray Patricia,Cole Shawneladee,Gilbert Maricella Dinah,Blackwell Delores,Boyd Nicole Christine,Morgan Avon,Tolliver Willie,Rosario Lisa C,McFadden Tiffany,Giunta Nancy,Williams Ovita F,Veasley Rachelle D,Stein Laura Rice,Okuda Kanako,Brown Shoshana A,Natchaba Nadjete,Marji Shadia,Melendez Diana",4,1,,,Evening,,SSW 76100
SSW,76300,1,"Silberman 220,Silberman 326,Silberman 212,Silberman 217,Silberman 327,Silberman 322,Silberman 324,Silberman 329,Silberman 328,Silberman 219,Silberman 330,Silberman 218,Silberman 214,Silberman 215","Stewart Daniel L,Lockhart Sharon,Brown-Manning Robyn,Trachtenberg Judith,Gusberg Jessica N,Gray Patricia,Cole Shawneladee,Gilbert Maricella Dinah,Blackwell Delores,Boyd Nicole Christine,Morgan Avon,Tolliver Willie,Rosario Lisa C,McFadden Tiffany,Giunta Nancy,Williams Ovita F,Veasley Rachelle D,Stein Laura Rice,Okuda Kanako,Brown Shoshana A,Natchaba Nadjete,Marji Shadia,Melendez Diana",3,2,,,Afternoon,,SSW 76300
SSW,76700,1,"Silberman 220,Silberman 326,Silberman 212,Silberman 217,Silberman 327,Silberman 322,Silberman 324,Silberman 329,Silberman 328,Silberman 219,Silberman 330,Silberman 218,Silberman 214,Silberman 215","Stewart Daniel L,Lockhart Sharon,Brown-Manning Robyn,Trachtenberg Judith,Gusberg Jessica N,Gray Patricia,Cole Shawneladee,Gilbert Maricella Dinah,Blackwell Delores,Boyd Nicole Christine,Morgan Avon,Tolliver Willie,Rosario Lisa C,McFadden Tiffany,Giunta Nancy,Williams Ovita F,Veasley Rachelle D,Stein Laura Rice,Okuda Kanako,Brown Shoshana A,Natchaba Nadjete,Marji Shadia,Melendez Diana",3,2,,,Morning,,SSW 76700
SSW,79653,1,"Silberman 220,Silberman 326,Silberman 212,Silberman 217,Silberman 327,Silberman 322,Silberman 324,Silberman 329,Silberman 328,Silberman 219,Silberman 330,Silberman 218,Silberman 214,Silberman 215","Stewart Daniel L,Lockhart Sharon,Brown-Manning Robyn,Trachtenberg Judith,Gusberg Jessica N,Gray Patricia,Cole Shawneladee,Gilbert Maricella Dinah,Blackwell Delores,Boyd Nicole Christine,Morgan Avon,Tolliver Willie,Rosario Lisa C,McFadden Tiffany,Giunta Nancy,Williams Ovita F,Veasley Rachelle D,Stein Laura Rice,Okuda Kanako,Brown Shoshana A,Natchaba Nadjete,Marji Shadia,Melendez Diana",3,2,,,Evening,,SSW 79653
STAT,11300,8,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",3,2,,,Afternoon,,STAT 11300
STAT,21200,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",4,2,,,Evening,,STAT 21200
STAT,21300,8,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",4,1,,,Morning,,STAT 21300
STAT,21400,2,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",3,1,,,Evening,,STAT 21400
STAT,29554,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",4,2,,,Morning,,STAT 29554
STAT,29555,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",4,1,,,Afternoon,,STAT 29555
STAT,31100,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",4,1,,,Afternoon,,STAT 31100
STAT,31900,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",4,2,,,Afternoon,,STAT 31900
STAT,61400,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",3,2,,,Evening,,STAT 61400
STAT,70100,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",4,1,,,Afternoon,,STAT 70100
STAT,70600,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",3,2,,,Evening,,STAT 70600
STAT,71700,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",3,1,,,Morning,,STAT 71700
STAT,72401,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",3,2,,,Morning,,STAT 72401
STAT,73900,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",3,1,,,Morning,,STAT 73900
STAT,75400,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",3,2,,,Morning,,STAT 75400
STAT,76100,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",4,2,,,Afternoon,,STAT 76100
SW,20100,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",4,2,,,Morning,,SW 20100
SW,31000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",4,1,,,Evening,,SW 31000
SW,32000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",3,2,,,Morning,,SW 32000
SW,33000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",4,1,,,Afternoon,,SW 33000
SW,36000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",4,2,,,Evening,,SW 36000
SW,37000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",4,1,,,Evening,,SW 37000
SW,41000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",3,1,,,Evening,,SW 41000
SW,42000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",4,1,,,Afternoon,,SW 42000
SW,43000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",4,2,,,Afternoon,,SW 43000
